SEGMENTID,LON,LAT,COMPLEXID,SAFTYPE,SOS,PLACEID,FACI_DOM,BIN,BOROUGH,CREATED,MODIFIED,FACILITY_T,SOURCE,B7SC,PRI_ADD,NAME
9003286,-73.98805764,40.71304944,0,,1,10908,1,1003224,1,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,10,NYPD,,1003704,GOUVERNEUR HOSP
80175,-73.88720692,40.8609585,397,G,1,11064,7,0,2,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,2,NYPD,23325001,0,FORDHAM U
32195,-74.00135796,40.7307201,0,N,2,17040,9,0,1,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DoITT,11199501,0,MINETTA PLAYGROUND
49354,-73.88086439,40.71288051,0,,,6063,2,4312065,4,05/14/2009 12:00:00 AM +0000,04/19/2013 12:00:00 AM +0000,3,DoITT,,79688,MIDDLE VILLAGE LIBRARY
30623,-73.96116028,40.71311451,0,,1,9637,6,3062972,3,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,11,EMS,,5178949,L 104
149632,-73.81772075,40.73676276,412,X,2,12817,7,4467564,4,05/14/2009 12:00:00 AM +0000,06/06/2012 12:00:00 AM +0000,2,DCP,45999325,0,QUEENS COLLEGE BLDG J
32193,-74.00218369,40.7302474,0,N,1,6698,1,0,1,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DPR,12060001,0,FATHER DEMO SQUARE
9001673,-73.91895576,40.8053564,245,,1,5178,2,2090985,2,05/14/2009 12:00:00 AM +0000,12/31/2012 12:00:00 AM +0000,5,DoITT,,2000045,PAMELA C TORRES DAY CARE CENTER
9006654,-73.92560135,40.80886205,247,,2,14977,2,2091097,2,05/14/2009 12:00:00 AM +0000,12/31/2012 12:00:00 AM +0000,5,DoITT,,2001263,WINIFRED WHEELER NURSERY SCHOOL
9001694,-73.91635335,40.80492773,245,X,2,16829,3,2091268,2,05/14/2009 12:00:00 AM +0000,12/31/2012 12:00:00 AM +0000,1,DCP,25102209,2006456,MILL BROOK HOUSES BUILDING 8
9006657,-73.92685147,40.80954209,247,G,1,8089,3,0,2,05/14/2009 12:00:00 AM +0000,12/31/2012 12:00:00 AM +0000,1,NYCHA,25143001,0,MAYOR JOHN P MITCHEL HOUSES
9003308,-73.98567427,40.7126697,209,X,2,7456,3,1083385,1,05/14/2009 12:00:00 AM +0000,02/13/2013 12:00:00 AM +0000,1,DCP,14485010,1003632,LA GUARDIA HOUSES BUILDING 9
78529,-73.89891126,40.84483626,0,N,2,16134,9,0,2,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DoITT,21329001,0,RED LIGHT PG
9004802,-73.94376648,40.7872423,241,X,1,12783,2,1079342,1,05/14/2009 12:00:00 AM +0000,02/14/2013 12:00:00 AM +0000,1,DCP,11269002,1042094,METRO NORTH HOUSES BUILDING 1
9001750,-74.00383122,40.74375261,167,X,2,13857,3,1078443,1,05/14/2009 12:00:00 AM +0000,02/12/2013 12:00:00 AM +0000,1,DCP,13066009,1060944,FULTON PROJECTS BUILDING 8
18431,-73.98384733,40.57418811,0,N,1,254,1,0,3,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DPR,31330001,0,M C U PARK
110929,-74.00267334,40.72981513,0,N,2,17541,9,0,1,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DoITT,11162501,0,DOWNING ST PG
116103,-73.751567,40.61018617,288,G,2,8117,3,0,4,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,1,NYCHA,41310001,0,REDFERN HOUSES COMPLEX
151000,-73.86549947,40.73182548,0,,1,5344,3,4050408,4,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,5,DoITT,,56407,REGO PARK SENIOR CENTER
176934,-73.86558533,40.73185892,0,,2,947,7,4050408,4,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DoITT,,56407,DEP LOST BATTALION
160427,-74.11551368,40.62495512,500,G,2,8477,6,0,5,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,OTHER,54988701,0,CLARENCE BARRETT PARK
24622,-73.98086028,40.69512668,199,G,2,15380,3,0,3,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,1,NYCHA,31175501,0,INGERSOLL HOUSES COMPLEX
9007613,-73.94749823,40.81071515,305,N,1,16535,9,0,1,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DoITT,11224001,0,SAINT NICHOLAS PLAYGROUND SOUTH
137723,-73.95179208,40.83109778,0,,,16194,1,0,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,DPR,,0,RIVERSIDE PARK RECREATION AREA
78861,-73.89010616,40.85231247,0,,1,16209,1,0,2,05/14/2009 12:00:00 AM +0000,07/12/2011 12:00:00 AM +0000,4,DPR,,0,HUTTON TRIANGLE
88909,-73.86514868,40.88876819,0,,1,3469,1,0,2,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,EMS,,0,BRONX RIVER PARKWAY BOCCE COURTS
113699,-73.89909787,40.89331568,482,G,2,8468,5,0,2,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,2,OTHER,24892501,0,HORACE MANN SCHOOL CAMPUS
222243,-73.97299785,40.57796334,0,,2,1029592,2,3196576,3,04/07/2017 12:00:00 AM +0000,04/07/2017 12:00:00 AM +0000,1,OTHER,,3249055,TRUMP VILLAGE 6
9009147,-73.97314809,40.57734389,0,,2,1029593,2,3196577,3,04/07/2017 12:00:00 AM +0000,04/07/2017 12:00:00 AM +0000,1,OTHER,,3249056,TRUMP VILLAGE 7
113484,-73.90022955,40.83543663,3179,,1,415,12,0,2,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,4,DPR,,0,VICTORY GARDEN CROTONA PARK
9004900,-73.91608836,40.81127441,75,X,2,18476,3,2090990,2,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,1,DCP,25267013,2101646,MOTT HAVEN DR BETANCES BLDG 12
9003286,-73.98845889,40.71244828,209,N,2,620,9,0,1,05/14/2009 12:00:00 AM +0000,05/03/2017 12:00:00 AM +0000,4,DoITT,11202501,0,LITTLE FLOWER PLAYGROUND
22880,-73.97903684,40.67188011,0,N,1,687,9,0,3,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,30008901,0,PS 321 PLAYGROUND
262218,-73.93787061,40.83105456,273,G,1,8106,3,0,1,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,1,NYCHA,12915901,0,POLO GROUNDS TOWERS
9009134,-73.9957545,40.7139907,0,,,4881,2,1003514,1,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,1004037,CHINATOWN DAY CARE CENTER INC.
37451,-73.96398472,40.77521936,0,,2,2153,4,1041809,1,05/14/2009 12:00:00 AM +0000,03/27/2015 12:00:00 AM +0000,8,NYPD,,1033710,BURMA CONSULATE
164868,-73.98384281,40.77317308,460,G,1,7155,1,0,1,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,3,DoITT,12500601,0,LINCLN CTR PRF ART
92873,-73.81437347,40.79667185,0,,2,2537,6,4102724,4,05/14/2009 12:00:00 AM +0000,03/27/2015 12:00:00 AM +0000,8,EMS,,5161638,NY ARMY NATIONAL GUARD RECRUIT
9007367,-73.82513421,40.82301689,338,X,1,12621,3,2091485,2,05/14/2009 12:00:00 AM +0000,02/22/2012 12:00:00 AM +0000,1,DCP,26811027,2104428,THROGGS NECK PROJECTS BLDG 25
39322,-73.92144173,40.55856947,36,G,1,17047,1,0,4,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,1,DoITT,,0,BREEZY POINT
9006025,-73.98605478,40.72369349,157,G,2,7914,3,0,1,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,1,NYCHA,12061101,0,FIRST PROJECTS
9008575,-73.91945733,40.82072259,239,G,1,8086,3,0,2,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,1,NYCHA,25033001,0,MELROSE PROJECTS
271225,-74.0031703,40.74078025,0,,1,10756,4,1080380,1,05/14/2009 12:00:00 AM +0000,03/27/2015 12:00:00 AM +0000,2,DoITT,,1016341,CORLEARS SCHOOL
51195,-73.85772833,40.68115189,0,,,5286,2,4188187,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,209490,EARTH ANGELS KIDDIE CENTER INC.
37707,-73.95498021,40.78778475,0,,1,13272,4,1051438,1,05/14/2009 12:00:00 AM +0000,03/27/2015 12:00:00 AM +0000,2,DoITT,,1040148,MANHATTAN COUNTRY SCHOOL
151992,-73.86552865,40.72090227,0,,1,13650,15,4541678,4,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,2,NYPD,,5165432,OUR SAVIOUR LUTHERAN SCHOOL
148592,-73.73494874,40.71817423,0,,,5295,2,4231214,4,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,257791,QUEENS VILLAGE DAY SCHOOL ANNEX #3
105771,-74.01963859,40.69292059,0,,,14036,11,1086428,1,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,6,NOAA,,1000131,GOVERNORS ISLAND LIGHT (2)
135113,-73.73586624,40.67412798,0,,,5302,2,4283839,4,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,351530,LITTLE FLOWERS ECC
106995,-73.90410551,40.73956853,0,,,5308,2,4432207,4,05/14/2009 12:00:00 AM +0000,12/09/2010 12:00:00 AM +0000,5,DoITT,,60033,TOWERS PLAY-N-LEARN
9007023,-73.94655711,40.78761071,360,G,2,8285,3,0,1,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,1,NYCHA,12131501,0,WASHINGTON
9008270,-73.99905593,40.5784818,176,X,1,18510,6,3331093,3,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,5,DCP,34572519,3238109,GRAVESEND PROJECTS COMMUNITY CTR
157019,-73.74195538,40.6768843,0,,,5314,2,4448941,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,310056,TRACY'S DAY CARE CENTER
145932,-73.73413891,40.71311179,0,,,5315,2,4230928,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,257469,"LOVE, PEACE&JOY PRE-SCHOOL&KINDERGARTEN"
148603,-73.74008188,40.70363766,0,,,5319,2,4242036,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,269393,CAROL'S EDUCARE CCC
91433,-73.82221555,40.76733491,0,,,5320,2,4112734,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,125816,SHARON NURSERY SCHOOL
131089,-73.85178638,40.72161634,0,,,5329,3,4077448,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,85743,YOUNG ISRAEL FOREST HILLS SR
56081,-73.83161394,40.7074723,0,,2,5335,2,4079530,4,05/14/2009 12:00:00 AM +0000,02/08/2012 12:00:00 AM +0000,5,DoITT,,5130029,E. SHOLOM DAY CARE
61438,-73.76557701,40.70145371,0,,,5336,2,4222015,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,247719,"LOVE, PEACE&JOY PRESCHOOL&KINDERGARTEN 2"
37451,-73.96414689,40.77526921,0,,2,2139,4,1041811,1,05/14/2009 12:00:00 AM +0000,03/27/2015 12:00:00 AM +0000,8,NYPD,,1033712,MONGOLIA MISSION
37695,-73.95395763,40.78567433,0,N,2,7592,5,1047404,1,05/14/2009 12:00:00 AM +0000,03/27/2015 12:00:00 AM +0000,3,DCP,13082001,1037238,THE SQUADRON A ARMORY
53885,-73.80917262,40.58882018,179,G,2,7929,3,0,4,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,1,NYCHA,41013001,0,HAMMEL HOUSES
164860,-73.98300832,40.77289237,460,X,1,13611,3,1081023,1,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,3,NYPD,12500603,1026440,AVERY FISHER HALL LINCOLN
9005586,-73.99921774,40.57833739,176,,1,4610,2,3331093,3,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,5,DoITT,,3238108,CONEY ISLAND CHILD CARE CENTER
60385,-73.79029634,40.70483038,0,,1,5353,5,4217620,4,05/14/2009 12:00:00 AM +0000,04/11/2011 12:00:00 AM +0000,5,FDNY,,242664,SHELTER JAMAICA ARMORY
37470,-73.96278585,40.77683704,0,,1,10070,4,1046429,1,05/14/2009 12:00:00 AM +0000,03/30/2015 12:00:00 AM +0000,2,DoITT,,1036584,RUDOLF STEINER SCH
57942,-73.77311852,40.59550336,0,,,5359,2,4301797,4,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,336357,COMMUNITY AND FAMILY HEAD START
78315,-73.90012494,40.83590565,3179,,2,17496,9,0,2,05/14/2009 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,4,DoITT,,0,CROTONA PR PLYGRND
37470,-73.96311225,40.77648507,0,,2,3254,1,1041891,1,05/14/2009 12:00:00 AM +0000,03/30/2015 12:00:00 AM +0000,9,NYPD,,1033814,GREEK ORTH ARCHDIO
78183,-73.90577383,40.84091531,2998,,2,1002387,8,0,2,09/08/2010 12:00:00 AM +0000,04/13/2017 12:00:00 AM +0000,4,OTHER,,0,CLAREMONT PARK BASKETBALL CT
37601,-73.95666385,40.78476923,0,,2,12506,6,1083912,1,05/14/2009 12:00:00 AM +0000,03/30/2015 12:00:00 AM +0000,2,NYPD,,1037087,NIGHTENGALE BAMFORD SCHOO
236956,-74.00616791,40.74784553,0,,2,5867,1,1012326,1,05/14/2009 12:00:00 AM +0000,05/09/2017 12:00:00 AM +0000,3,DoITT,,1015417,DIA ART FOUNDATION CHELSEA GALLERY
37599,-73.95725149,40.78419751,0,,2,14323,6,1047005,1,05/14/2009 12:00:00 AM +0000,03/30/2015 12:00:00 AM +0000,2,NYPD,,1037045,SPENCE SCHOOL
314720,-73.88442215,40.86531303,0,,,1770,2,2016232,2,05/14/2009 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,1,EMS,,2028043,ROSE HILL APARTMNT
251719,-74.00076362,40.76478245,0,N,1,17050,4,0,1,05/14/2009 12:00:00 AM +0000,03/25/2013 12:00:00 AM +0000,3,OTHER,11107501,0,U S S INTREPID MEMORIAL
9001391,-73.93125014,40.68861603,328,X,1,1017231,3,3044520,3,12/06/2012 12:00:00 AM +0000,03/22/2013 12:00:00 AM +0000,1,OTHER,31186006,3312340,STUYVESANT GARDENS I BUILDING 5
37111,-73.9774605,40.78482591,0,,1,5693,2,1032683,1,05/14/2009 12:00:00 AM +0000,03/12/2013 12:00:00 AM +0000,3,DoITT,,1029249,ST AGNES LIBRARY
164885,-73.98119719,40.7756517,0,,1,5004,2,1028947,1,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,5,DoITT,,1026509,DAY SCHOOL AT CHRIST & SAINT STEPHENS
314634,-73.97262429,40.79283469,0,,2,3004,6,1033647,1,05/14/2009 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,5,EMS,,1029599,NARAGANSETT HOTEL
314615,-73.89404998,40.83095549,0,,,1402,1,0,2,05/14/2009 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,4,DPR,,0,MODEL T SENIOR CITIZEN'S GARDEN
9000824,-73.97546447,40.7228384,296,G,1,17295,3,0,1,05/14/2009 12:00:00 AM +0000,03/21/2013 12:00:00 AM +0000,1,NYCHA,11124002,0,RIIS II HOUSES COMPLEX
23364,-74.00803142,40.71246605,0,,1,12269,2,1087167,1,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,13,NYPD,,1001395,WOOLWORTH BLDG
256458,-73.82351346,40.87930168,515,,2,1762,2,2096807,2,05/14/2009 12:00:00 AM +0000,11/12/2013 12:00:00 AM +0000,1,FDNY,,2081228,CO-OP CITY BUILDING 13
21702,-74.00403979,40.67238194,0,,1,14764,7,3008670,3,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,4,DoITT,,3011515,RED HOOK RECREATION CENTER
9003010,-73.87318457,40.66765589,148,X,2,1016044,3,3324196,3,10/04/2012 12:00:00 AM +0000,03/22/2013 12:00:00 AM +0000,1,OTHER,31178512,3133911,EAST NYC LINE BUILDING 7
28022,-73.97092751,40.6496602,1818,X,1,6297,1,3256655,3,05/14/2009 12:00:00 AM +0000,03/14/2013 12:00:00 AM +0000,4,DCP,37250722,3154283,PROSPECT PARK FIELD HOUSE
9008902,-73.82678706,40.87128099,515,,2,7198,2,2095396,2,05/14/2009 12:00:00 AM +0000,11/12/2013 12:00:00 AM +0000,1,DoITT,,2101888,CO-OP CITY BUILDING 20
223241,-73.82953918,40.87200813,515,,2,1760,2,2095392,2,05/14/2009 12:00:00 AM +0000,11/12/2013 12:00:00 AM +0000,1,FDNY,,2081206,CO-OP CITY - 18
223246,-73.83270843,40.87195436,515,,2,9498,2,2095397,2,05/14/2009 12:00:00 AM +0000,11/12/2013 12:00:00 AM +0000,1,DoITT,,2081211,CO-OP CITY BUILDING 16
256458,-73.82353772,40.87832742,515,,2,15403,2,2096808,2,05/14/2009 12:00:00 AM +0000,11/12/2013 12:00:00 AM +0000,1,FDNY,,2081229,BLDG 12 CO-OP CITY
314552,-74.00352745,40.72730494,0,N,1,1471,1,0,1,05/14/2009 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,4,DPR,11200501,0,CHARLTON PLAZA
9002489,-73.89919055,40.82621451,347,,1,1018009,3,2091984,2,01/14/2013 12:00:00 AM +0000,01/14/2013 12:00:00 AM +0000,1,OTHER,,2100146,UNION AVE - E 166TH STREET HOUSES BUILDING 6
29615,-73.95168663,40.66409453,0,,1,2009,3,3034526,3,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,8,DoITT,,3042196,JAMES E DAVIS POST OFFICE
106112,-73.9908023,40.76965539,0,,1,2387,2,1076216,1,05/14/2009 12:00:00 AM +0000,08/19/2013 12:00:00 AM +0000,7,FDNY,,1059016,CBS BROADCAST CENTER 530 W 57 ST
89443,-73.84757138,40.88747565,0,N,1,15011,1,2065163,2,05/14/2009 12:00:00 AM +0000,05/07/2013 12:00:00 AM +0000,11,EMS,20021401,2072515,NYPD PRECINCT 47
164864,-73.98270512,40.77145438,0,,1,2333,4,1027465,1,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,7,NYPD,,1025816,EMPIRE HOTEL
70186,-73.91510843,40.81285751,82,X,1,14291,3,2090713,2,05/14/2009 12:00:00 AM +0000,05/07/2013 12:00:00 AM +0000,1,DCP,25265704,5141251,MOTT HAVEN 9 B BLDG 4 B
142332,-73.9598144,40.71044769,3040,X,2,17575,9,0,3,05/14/2009 12:00:00 AM +0000,08/09/2013 12:00:00 AM +0000,4,DoITT,31281503,0,LAGUARDIA PLGD W
314615,-73.89457413,40.83162625,0,N,2,11093,1,2010273,2,05/14/2009 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,2,DOE,20009801,2018464,PS 134 BRISTOW
314763,-73.96523506,40.79955953,0,,2,1646,1,1055930,1,05/14/2009 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,9,NYPD,,1046518,ST GERASIMOS GREEK ORTHOD
314593,-74.01213833,40.72861293,0,N,1,18406,7,1012249,1,05/14/2009 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,6,DCP,11016001,0,PIER 40
9000703,-73.89694767,40.65328585,2965,X,1,7557,3,3331291,3,05/14/2009 12:00:00 AM +0000,08/01/2013 12:00:00 AM +0000,1,DCP,32101032,3286392,BREUKELEN PROJECTS BUILDING 28
314571,-73.99050401,40.73205313,0,,1,1027837,6,1008997,1,05/27/2016 12:00:00 AM +0000,03/22/2018 12:00:00 AM +0000,9,OTHER,,0,GRACE MEMORIAL HOUSE
314363,-73.94097899,40.82177697,0,,,16294,2,1060450,1,05/14/2009 12:00:00 AM +0000,03/21/2018 12:00:00 AM +0000,5,DoITT,,1052006,ECUMENICAL/ECDO HEAD START
166238,-73.96778237,40.79977079,0,,2,2910,5,1056586,1,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,5,EMS,,1046981,REGENT HOTL
173108,-73.93888752,40.81514105,0,,2,3162,1,1053904,1,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,9,NYPD,,1043732,RENDALL MEMORIAL PRESBY CHURCH
155255,-74.09027986,40.58816778,0,,1,2363,5,5049951,5,05/14/2009 12:00:00 AM +0000,03/21/2018 12:00:00 AM +0000,7,DoITT,,5064114,BRUNOS BAKERY & RESTAURANT HYLAN BLVD
21536,-73.98120132,40.65906618,0,,1,14674,3,3027226,3,05/14/2009 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,5,DoITT,,3033543,WINDSOR TERRACE SENIOR CENTER
126980,-74.01932147,40.65351384,0,X,2,19367,2,0,3,05/14/2009 12:00:00 AM +0000,03/15/2013 12:00:00 AM +0000,6,EMS,31157007,0,PIER 3-BUSH TERMNL
114600,-74.06190581,40.61285849,258,N,2,4676,3,5042254,5,05/14/2009 12:00:00 AM +0000,03/21/2013 12:00:00 AM +0000,5,DoITT,50003301,5052336,NEW LANE SENIOR CENTER
23222,-74.01083567,40.71198323,3683,X,1,1019844,1,1089308,1,04/29/2013 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,7,OTHER,14560103,5152154,WTC TOWER 2
79462,-73.87263096,40.83191077,0,,2,1027612,1,2025420,2,04/07/2016 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,9,OTHER,,2040504,CHURCH OF THE ABIDING PRESENCE
162575,-73.98995916,40.69061463,0,N,1,1018408,4,3002642,3,01/31/2013 12:00:00 AM +0000,03/20/2018 12:00:00 AM +0000,3,OTHER,31448501,5185766,TRANSIT MUSEUM DOWNTOWN BROOKYLN
156874,-73.84306321,40.67574061,0,,1,1027613,2,4247954,4,04/07/2016 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,5,OTHER,,274909,VIP II DAYCARE CENTER CROSS BAY BLVD
34105,-73.98367035,40.76513118,0,,2,1030935,4,1089439,1,03/13/2018 12:00:00 AM +0000,03/21/2018 12:00:00 AM +0000,3,OTHER,,5185815,SPY MUSEUM
9001167,-73.93076255,40.79956452,358,X,2,12745,3,1081294,1,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,1,DCP,13289512,1045347,WAGNER HOUSES BUILDING 11
53841,-73.81393883,40.58690194,0,,1,1027615,2,4303605,4,04/07/2016 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,5,OTHER,,339373,VIP IV DAYCARE CENTER ROCKAWAY BEACH BLVD
35951,-73.9740474,40.75283621,0,,2,1027617,2,1036176,1,04/07/2016 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,13,OTHER,,1031162,2 GRAND CENTRAL TOWER
120482,-74.21796644,40.54034093,0,,,4537,2,5086672,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,5,DoITT,,5114338,FRIENDS PRE-SCHOOL
9004976,-73.89640956,40.64956304,2965,X,1,17714,3,3321414,3,05/14/2009 12:00:00 AM +0000,08/01/2013 12:00:00 AM +0000,1,DCP,32101016,3286916,BREUKELEN HOUSES BLDG 14
112208,-74.11305685,40.58309797,0,,,3410,3,5023158,5,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,NYPD,,5028435,RICHMOND CNTY GOLF COURSE
147007,-73.93177677,40.80434642,0,N,1,17490,9,0,1,05/14/2009 12:00:00 AM +0000,08/13/2013 12:00:00 AM +0000,4,DoITT,11223501,0,CRACK IS WACK PG
35948,-73.97466268,40.75299932,0,,2,1027618,4,1036184,1,04/07/2016 12:00:00 AM +0000,04/07/2016 12:00:00 AM +0000,7,OTHER,,1031173,HOTEL BOUTIQUE AT GRAND CENTRAL
292805,-73.87766721,40.84766178,514,X,1,7497,6,2116694,2,05/14/2009 12:00:00 AM +0000,12/18/2015 12:00:00 AM +0000,4,DoITT,21545026,0,BRONX ZOO WORLD OF DARKNESS
292727,-74.11151945,40.56753891,0,,,2307,1,5055377,5,05/14/2009 12:00:00 AM +0000,12/18/2015 12:00:00 AM +0000,7,NYPD,,5071486,HYLAN SHOPPING PLZ
57759,-73.78521411,40.59281966,262,,2,42,9,0,4,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,,0,ARVERNE PLAYGROUND
9008590,-73.74408679,40.77318864,0,,1,421,1,0,4,05/14/2009 12:00:00 AM +0000,11/07/2013 12:00:00 AM +0000,4,DPR,,0,UDALL'S COVE/RAVINE
90449,-73.81397255,40.73604445,0,N,2,47,9,0,4,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,41445001,0,POMONOK PLAYGROUND
267610,-73.89648721,40.7859728,4073,X,1,1017005,4,4000000,4,11/13/2012 12:00:00 AM +0000,03/31/2017 12:00:00 AM +0000,13,OTHER,40006007,5139559,CON ED A-10 DOCK
28043,-73.96893953,40.66066862,450,,,895,1,0,3,05/14/2009 12:00:00 AM +0000,11/30/1899 12:00:00 AM +0000,4,DPR,,0,THE NETHERMEAD
54755,-73.82831873,40.66840773,0,,2,1024464,10,0,4,03/13/2014 12:00:00 AM +0000,03/13/2014 12:00:00 AM +0000,4,OTHER,,0,AQUEDUCT RACETRACK STABLES
267610,-73.89685466,40.78600713,4073,X,2,1017011,4,4546752,4,11/13/2012 12:00:00 AM +0000,03/31/2017 12:00:00 AM +0000,13,OTHER,40006006,5139559,CON ED A-10 FOAM BUILDING
17808,-74.01980461,40.64580301,0,N,1,91,9,0,3,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,31239501,0,MARTIN LUTHER PLGD
44375,-73.93243688,40.69133495,0,N,2,119,9,0,3,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,31352001,0,J OWENS PLAYGROUND
29256,-73.96550086,40.68423366,0,,2,3610,1,3056640,3,05/14/2009 12:00:00 AM +0000,06/08/2012 12:00:00 AM +0000,9,NYPD,,3071561,BROWN MEMORIAL BAPTIST CHURCH
151809,-73.79256165,40.72389524,518,X,2,8045,7,4439409,4,05/14/2009 12:00:00 AM +0000,06/21/2013 12:00:00 AM +0000,2,DoITT,46365030,0,BELSON PRESS BOX
73085,-73.90876548,40.85752979,0,X,1,17336,9,0,2,05/14/2009 12:00:00 AM +0000,09/28/2017 12:00:00 AM +0000,4,DoITT,21198002,0,AQUEDUCT LANDS
73185,-73.9179135,40.88710184,0,N,2,347,1,0,2,05/14/2009 12:00:00 AM +0000,06/11/2013 12:00:00 AM +0000,4,DPR,21316501,0,WALLENBERG FOREST
50251,-73.86394526,40.65830249,0,N,2,6703,1,0,3,05/14/2009 12:00:00 AM +0000,06/07/2013 12:00:00 AM +0000,4,DPR,31421001,0,SPRING CRK PARK
